t 1.25156 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=462us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 22.502 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 22.502 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 22.7512 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 22.7514 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 22.7514 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 22.7527 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 22.7529 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 22.7529 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 23.001 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 23.0012 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 23.0012 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 23.0027 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 23.0029 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 23.0029 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 23.2508 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 23.251 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 23.251 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 23.2523 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 23.2525 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 23.2525 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 23.5038 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 23.504 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 23.504 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 23.5054 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 23.5056 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 23.5056 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 23.7509 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 23.7511 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 23.7511 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 23.7521 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 23.7523 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 23.7523 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 24.0012 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 24.0014 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 24.0014 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 24.0023 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 24.0025 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 24.0025 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 24.2511 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 24.2513 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 24.2513 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 24.2523 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 24.2525 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 24.2525 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 24.501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 24.5012 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 24.5012 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 24.5025 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 24.5027 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 24.5027 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 24.7512 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 24.7514 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 24.7514 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 24.7527 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 24.753 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 24.753 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 25.0014 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 25.0016 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 25.0016 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 25.0025 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 25.0027 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 25.0027 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 25.2513 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 25.2515 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 25.2515 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 25.2525 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 25.2527 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 25.2527 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 25.5083 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 25.5085 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 25.5085 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 25.5093 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 25.5095 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 25.5095 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 25.7512 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 25.7514 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 25.7514 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 25.7527 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 25.7529 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 25.7529 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 26.0013 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 26.0015 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 26.0015 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 26.0028 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 26.003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 26.003 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 26.2535 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 26.2537 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 26.2537 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 26.2546 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 26.2548 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 26.2548 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 26.5008 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 26.501 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 26.501 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 26.5018 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 26.5021 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 26.5021 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 26.751 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 26.7512 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 26.7512 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 26.7528 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 26.753 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 26.753 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 27.0011 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 27.0013 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 27.0013 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 27.0024 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 27.0026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 27.0026 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 27.2522 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 27.2524 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 27.2524 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 27.2539 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 27.2541 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 27.2541 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 27.5009 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 27.5011 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
